CNTSTUID,ST001D01T,AGE,ST004D01T,IMMIG,ST082Q01NA,ST082Q02NA,ST082Q03NA,ST082Q08NA,ST082Q09NA,ST082Q12NA,ST082Q13NA,ST082Q14NA,ST034Q02TA,ST034Q05TA
12420824,10,15.33,1,2,4,3,4,3,4,3,4,4,2,2
12414701,10,15.67,1,1,1,3,2,3,1,4,3,3,3,2
12409891,10,16,2,1,3,3,3,3,3,3,3,3,2,2
12430697,10,15.67,2,1,4,2,3,4,4,4,4,4,1,1
12407385,10,15.75,2,1,4,3,4,3,4,4,3,4,1,1
12430303,10,16,2,1,3,3,3,3,4,3,2,3,1,2
12402409,10,16.08,2,1,4,3,3,3,4,3,4,4,4,4
12400535,10,15.42,2,2,1,3,3,3,2,4,2,2,2,2
12411541,10,16.25,2,1,2,3,3,3,3,3,3,3,2,2
12409148,10,15.67,2,1,4,3,2,3,3,3,3,3,1,1
12425168,10,16.25,2,2,1,4,3,3,1,2,1,2,2,2
12416498,10,15.33,2,1,3,3,2,3,3,3,3,3,2,2
12407124,10,16.08,2,1,3,3,3,3,3,3,3,3,2,2
12420803,10,16.08,2,1,4,2,2,2,4,3,4,4,2,2
12407587,10,15.5,2,1,3,3,3,3,3,3,3,3,2,1
12427451,10,15.33,2,999,1,2,3,4,3,2,1,4,4,2
12424586,10,15.33,2,2,3,3,3,3,3,3,3,3,2,2
12401163,10,15.67,2,1,3,2,3,3,2,3,1,3,1,1
12417459,11,16.25,1,1,3,3,3,3,3,3,3,3,2,2
12407201,9,15.58,1,1,3,3,3,3,3,3,3,3,3,2
12423901,9,15.5,1,1,3,3,3,3,3,3,3,3,2,2
12430481,9,15.67,1,1,4,3,3,3,3,3,3,4,2,2
12416782,9,15.58,1,1,3,3,3,3,3,3,3,3,3,2
12422698,9,15.67,2,1,3,3,3,3,3,3,3,3,1,2
12405219,9,15.42,2,1,3,3,2,3,2,3,2,3,3,2
12407781,9,15.42,2,1,3,3,3,3,3,3,3,3,2,3
12408395,9,15.42,2,1,1,3,2,3,3,3,3,3,1,1
12400228,9,15.58,2,1,4,3,2,3,3,3,3,3,2,2
12406534,9,15.42,2,1,2,4,3,3,2,2,3,3,3,3
12403550,10,15.75,1,1,3,3,3,3,2,3,3,3,2,2
12429714,10,15.58,1,1,3,3,3,3,3,2,3,3,2,2
12429506,10,15.67,1,1,3,4,4,4,3,999,3,3,1,2
12401345,10,16.08,1,2,2,3,3,3,3,3,2,3,2,2
12414250,10,16,1,1,3,3,3,3,2,4,3,3,1,2
12409017,10,15.58,1,1,2,3,3,3,2,3,2,3,3,2
12417106,10,16,1,1,4,2,3,3,4,3,3,3,2,2
12427926,10,16.17,1,1,2,3,3,3,3,3,3,3,2,2
12415529,10,15.83,1,1,4,3,3,3,3,3,3,3,1,2
12428280,10,16.25,1,1,3,3,3,3,3,3,3,3,2,2
12406977,10,15.92,2,1,3,3,3,3,3,3,3,3,3,2
12411894,10,15.75,2,1,3,3,3,3,3,3,3,3,2,2
12418063,10,16.25,2,1,2,3,3,3,3,3,3,3,2,2
12404431,10,16,2,1,3,2,3,3,2,4,3,3,2,2
12425244,10,16.33,2,999,3,2,3,3,3,2,3,3,3,2
12416160,10,15.83,2,1,3,4,3,3,3,3,2,3,2,2
12429786,10,16.33,2,1,3,2,3,2,2,3,3,3,3,3
12404837,10,16.17,2,2,3,2,999,999,999,999,999,999,999,999
12405561,10,16,2,1,3,3,3,3,999,3,3,3,2,3
12415150,10,15.83,1,2,3,3,3,3,2,3,2,4,2,2
12420990,10,15.58,1,3,1,3,3,3,1,3,1,1,2,2
12407504,10,16,1,2,3,3,3,3,3,3,4,3,2,2
12412251,10,16.25,1,3,3,3,3,3,3,3,3,3,2,2
12417358,10,15.67,2,2,4,3,3,3,3,3,3,3,2,2
12426649,10,15.83,2,3,1,4,4,4,4,3,2,2,2,3
12403394,10,15.67,2,1,2,4,2,2,2,4,2,3,2,2
12426851,10,16,2,3,3,3,3,2,3,3,3,3,2,2
12422019,10,15.92,2,2,3,3,3,4,3,3,4,4,2,2
12409967,11,16.33,2,2,3,3,4,4,3,3,3,3,1,1
12406901,9,15.33,1,1,3,2,3,3,3,2,2,3,3,2
12407769,9,16.08,1,1,3,3,3,3,3,3,3,3,2,2
12423986,9,15.33,2,1,4,3,3,3,3,2,3,3,2,2
12407780,9,15.58,2,1,4,3,3,3,3,2,3,4,1,1
12415568,9,15.33,2,3,3,3,3,3,3,3,3,3,3,2
12430030,9,15.5,2,1,1,3,4,3,2,4,1,3,3,2
12408812,10,16.25,1,1,3,3,3,3,4,3,3,3,4,2
12424635,10,15.67,1,1,4,4,4,4,4,4,4,4,1,1
12406939,10,16.08,1,1,3,3,4,4,3,3,3,4,2,2
12406340,10,15.67,1,1,3,3,3,3,3,3,3,3,2,2
12428315,10,15.58,1,1,1,3,3,2,1,3,1,2,3,2
12424699,10,15.75,1,1,3,3,2,3,3,3,3,3,4,2
12408599,10,15.75,1,1,1,3,1,2,1,1,1,1,3,4
12423928,10,15.58,1,1,1,3,3,3,1,3,1,2,2,2
12426759,10,16.08,1,1,2,3,3,3,2,2,2,3,3,2
12426201,10,15.92,1,1,3,999,2,2,2,2,2,2,3,3
12430427,10,15.42,1,1,4,4,3,4,4,4,4,4,1,1
12426142,10,16.17,1,1,1,4,3,3,3,3,1,2,2,2
12421430,10,16,2,1,2,3,3,3,3,3,2,2,1,2
12404002,10,15.5,2,1,3,3,3,3,3,3,3,3,3,2
12400225,10,15.83,2,1,999,999,999,999,999,999,999,999,999,999
12420940,10,16.25,2,1,2,4,3,3,3,3,2,3,2,1
12423776,10,15.67,2,1,4,3,3,3,4,4,4,4,1,2
12422835,10,15.83,2,1,2,3,2,3,3,3,2,4,2,2
12422881,10,15.58,2,1,4,3,4,4,4,4,4,4,1,2
12414748,10,15.83,2,1,2,3,3,3,3,2,2,2,2,1
12411885,10,16,2,1,3,3,3,3,2,4,3,4,2,2
12426934,10,15.42,2,1,3,3,2,3,3,3,2,3,2,2
12417405,10,15.5,2,1,1,3,2,3,3,3,2,2,3,2
12427284,10,15.67,2,999,3,3,3,3,3,3,3,3,2,2
12417148,10,16.08,2,1,3,4,3,3,3,3,3,3,1,1
12401363,10,15.58,2,1,3,3,2,3,3,3,3,4,2,1
12428330,10,16.17,2,1,2,2,3,3,2,3,2,3,2,2
12401772,10,15.75,2,1,3,4,4,4,4,4,4,4,2,2
